"No.","Time","Source","Destination","Protocol","Length","HID Data","Array","Info"
"375","137.418132","2.11.1","host","USB","35","0000060000000000","060000000000","URB_INTERRUPT in"
"376","137.418208","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"377","137.562276","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"378","137.562314","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"379","137.570237","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"380","137.570297","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"381","139.282241","2.11.1","host","USB","35","0000100000000000","100000000000","URB_INTERRUPT in"
"382","139.282322","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"383","139.426110","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"384","139.426155","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"385","139.434153","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"386","139.434179","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"387","140.578249","2.11.1","host","USB","35","0200000000000000","000000000000","URB_INTERRUPT in"
"388","140.578332","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"389","140.826136","2.11.1","host","USB","35","0200140000000000","140000000000","URB_INTERRUPT in"
"390","140.826167","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"391","140.922170","2.11.1","host","USB","35","0200000000000000","000000000000","URB_INTERRUPT in"
"392","140.922243","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"393","141.026230","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"394","141.026307","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"395","141.034099","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"396","141.034152","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"397","148.570192","2.11.1","host","USB","35","00002e0000000000","2e0000000000","URB_INTERRUPT in"
"398","148.570275","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"399","148.690083","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"400","148.690152","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"401","148.698079","2.11.1","host","USB","35","0000000000000000","000000000000","URB_INTERRUPT in"
"402","148.698135","host","2.11.1","USB","27","","","URB_INTERRUPT in"
"403","156.967261","2.11.2","host","USB","27","","","URB_INTERRUPT in"
"404","156.967325","2.11.2","host","USB","27","","","URB_INTERRUPT in"
"405","156.967357","2.11.1","host","USB","27","","","URB_INTERRUPT in"
"406","156.967363","2.11.1","host","USB","27","","","URB_INTERRUPT in"
